"주차장번호";"주차장명";"주차장구분";"주차장유형";"소재지도로명주소";"소재지지번주소";"주차구획수";"급지구분";"부제시행구분";"운영요일";"평일운영시작시각";"평일운영종료시각";"토요일운영시작시각";"토요일운영종료시각";"공휴일운영시작시각";"공휴일운영종료시각";"요금정보";"주차기본시간";"주차기본요금";"추가단위시간";"추가단위요금";"1일주차권요금적용시간";"1일주차권요금";"월정기권요금";"결제방법";"특기사항";"관리기관명";"전화번호";"위도";"경도";"데이터기준일자"
"205-2-000017";"은행동 제6";"공영";"노외";"경기도 성남시 중원구 자혜로17번길 44-7";"경기도 성남시 중원구 은행동 2528번지";89;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45384735;127.1638248;"2022-06-08"
"205-2-000018";"은행동 제7";"공영";"노외";"경기도 성남시 중원구 은행로32번길 5";"경기도 성남시 중원구 은행동 2617번지";102;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45454493;127.1649792;"2022-06-08"
"205-2-000019";"은행동 제8";"공영";"노외";"경기도 성남시 중원구 은이로16번길 10";"경기도 성남시 중원구 은행동 2491번지";142;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45666744;127.1651782;"2022-06-08"
"205-2-000020";"은행동 제9";"공영";"노외";"경기도 성남시 중원구 은이로63번길 8";"경기도 성남시 중원구 은행동 2470번지";130;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45661039;127.1698302;"2022-06-08"
"205-2-000021";"상대원 제1";"공영";"노외";"경기도 성남시 중원구 사기막골로45번길 42";"경기도 성남시 중원구 상대원동 152-1번지";234;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.43890924;127.1684613;"2022-06-08"
"205-2-000022";"은행1";"공영";"노외";"경기도 성남시 중원구 자혜로 55";"경기도 성남시 중원구 은행동 1932-7번지";152;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.4515464;127.16495;"2022-06-08"
"205-2-000023";"중앙동 제5";"공영";"노외";"경기도 성남시 중원구 광명로194번길 28";"경기도 성남시 중원구 중앙동 3767-9번지";136;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.43726778;127.1509841;"2022-06-08"
"205-2-000024";"중앙동 제1";"공영";"노외";"경기도 성남시 중원구 희망로 443";"경기도 성남시 중원구 중앙동 6-1번지";252;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.44437414;127.1571594;"2022-06-08"
"205-2-000025";"중앙동 제2";"공영";"노외";"경기도 성남시 중원구 광명로256번길 36";"경기도 성남시 중원구 중앙동 2079번지";124;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;300;10;100;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.44013985;127.1568025;"2022-06-08"
"205-2-000026";"중앙동 제3";"공영";"노외";"경기도 성남시 중원구 희망로367번길 38";"경기도 성남시 중원구 상대원동 3393번지 인근";140;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.43869425;127.1543452;"2022-06-08"
"205-2-000027";"중앙동 제4";"공영";"노외";"경기도 성남시 중원구 광명로242번길 20";"경기도 성남시 중원구 중앙동 2169번지";239;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.44064337;127.1548645;"2022-06-08"
"205-2-000028";"해오름";"공영";"노외";"경기도 성남시 중원구 광명로264번길 39";"경기도 성남시 중원구 중앙동 1539번지";531;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.44109187;127.1590917;"2022-06-08"
"205-2-000029";"은행동 제10";"공영";"노외";"경기도 성남시 중원구 은이로 11";"경기도 성남시 중원구 은행동 2474번지";221;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.45757837;127.1658177;"2022-06-08"
"205-2-000030";"모란공영";"공영";"노외";"경기도 성남시 중원구 둔촌대로 68";"경기도 성남시 중원구 성남동 4931번지";603;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.42933483;127.1266565;"2022-06-08"
"205-2-000031";"중원어린이도서관부설주차장";"공영";"노외";"경기도 성남시 중원구 산성대로408번길 42";"경기도 성남시 중원구 금광동 3487번지";151;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;300;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.44762767;127.1631694;"2022-06-08"
"206-2-000001";"야탑동 제1";"공영";"노외";"경기도 성남시 분당구 야탑로 337";"경기도 성남시 분당구 야탑동 134-1번지";140;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;200;10;100;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.40748884;127.1554062;"2022-06-08"
"206-2-000002";"야탑 제1환승";"공영";"노외";"경기도 성남시 분당구 성남대로 920";"경기도 성남시 분당구 야탑동 364-2번지";111;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.41206876;127.1291734;"2022-06-08"
"206-2-000003";"야탑 제2환승";"공영";"노외";"경기도 성남시 분당구 성남대로 919";"경기도 성남시 분당구 야탑동 359-5번지";126;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.4117563;127.1281653;"2022-06-08"
"206-2-000004";"맛고을";"공영";"노외";"경기도 성남시 분당구 야탑로111번길 12-14";"경기도 성남시 분당구 야탑동 385번지";210;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.41165862;127.1317843;"2022-06-08"
"206-2-000005";"점골";"공영";"노외";"경기도 성남시 분당구 불정로 419";"경기도 성남시 분당구 서현동 332번지";202;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.37694545;127.1399836;"2022-06-08"
"206-2-000006";"정자전원마을";"공영";"노외";"경기도 성남시 분당구 불곡로13번길 6";"경기도 성남시 분당구 정자동 239-1번지";118;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.35921975;127.124509;"2022-06-08"
"206-2-000007";"정자역환승";"공영";"노외";"경기도 성남시 분당구 성남대로331번길 6";"경기도 성남시 분당구 정자동 26번지";208;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.36575281;127.1073292;"2022-06-08"
"206-2-000008";"오리환승";"공영";"노외";"경기도 성남시 분당구 구미동196";"경기도 성남시 분당구 구미동 196";75;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.33964677;127.1093871;"2022-06-08"
"206-2-000009";"금곡동";"공영";"노외";"경기도 성남시 분당구 금곡동169";"경기도 성남시 분당구 금곡동 169";82;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.35073159;127.106773;"2022-06-08"
"206-2-000010";"수내동";"공영";"노외";"경기도 성남시 분당구 발이봉북로 7";"경기도 성남시 분당구 수내동 119-1번지";129;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;300;10;100;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.3667955;127.1279624;"2022-06-08"
"206-2-000011";"수내역";"공영";"노외";"경기도 성남시 분당구 수내로 74";"경기도 성남시 분당구 수내동 34번지 양지마을금호1단지아파트";509;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.37927879;127.1188561;"2022-06-08"
"206-2-000012";"판교역환승";"공영";"노외";"경기도 성남시 분당구 백현동532";"경기도 성남시 분당구 백현동 532";273;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.39541863;127.1103242;"2022-06-08"
"206-2-000013";"삼평동 임시";"공영";"노외";"경기도 성남시 분당구 삼평동 641";"경기도 성남시 분당구 삼평동 641";803;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.39688905;127.10835;"2022-06-08"
"206-2-000014";"서현 환승";"공영";"노외";"경기도 성남시 분당구 황새울로360번길 43";"경기도 성남시 분당구 서현동 264번지";486;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.38466853;127.1242981;"2022-06-08"
"206-2-000015";"판교공";"공영";"노외";"경기도 성남시 분당구 판교역로146번길 8";"경기도 성남시 분당구 백현동 539번지";734;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.39362374;127.1107478;"2022-06-08"
"206-2-000016";"율동공원 A주차장";"공영";"노외";"경기도 성남시 분당구 문정로 145";"경기도 성남시 분당구 율동 318번지";140;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;300;10;100;14;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.38335566;127.1500042;"2022-06-08"
"206-2-000017";"율동공원 B주차장";"공영";"노외";"경기도 성남시 분당구 서현로 459";"경기도 성남시 분당구 분당동 112번지";541;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;300;10;100;24;6000;40000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.37345052;127.148002;"2022-06-08"
"206-2-000018";"운중동974공영주차장";"공영";"노외";"경기도 성남시 분당구 운중동 974";"경기도 성남시 분당구 운중동 974";70;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;60000;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.39225403;127.0779664;"2022-06-08"
"206-2-000019";"판교제2공영주차장";"공영";"노외";"경기도 성남시 분당구 판교동 574";"경기도 성남시 분당구 판교동 574";104;1;"요일제";"평일+토요일+공휴일";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"유료";30;400;10;200;24;6000;0;"신용카드";"경차, 장애인 차량 50프로 할인 등";"성남도시개발공사 노외주차처";"";37.39031108;127.09846;"2022-06-08"
